loan_origination_date,report_date,default_date,loan_age_m,credit_utilization,dpd,internal_score,age,macro_gdp_growth,macro_unemployment,macro_interest_rate,LGD,EAD,default_flag,account_id,employment_status,marital_status,dependents,region,stage
4/26/2021,8/1/2023,3/22/2024,28,1,82,581,60,5.14,7.14,3.07,0.7,171404.648,1,9043756,Employed,Single,0,West,2
9/8/2021,10/1/2024,5/7/2025,37,0.84,65,694,46,2.84,5.73,2.75,0.664354915,147346.1241,1,2500844,Retired,Married,3,North,2
9/7/2019,7/1/2022,2/25/2023,34,0.63,108,785,49,1.8,4.61,2.57,0.580696385,118581.702,1,4270209,Employed,Married,4,North,3
2/17/2015,10/1/2022,,92,1,1,830,28,2.19,5.21,3.91,0.677055787,179369.6043,0,8640167,Self-Employed,Married,1,West,2
8/30/2015,9/1/2023,,97,0.07,0,681,50,0.95,5.17,2.6,0.242434042,59540.27849,0,4672277,Employed,Married,0,East,1
7/29/2019,4/1/2023,,45,0.32,0,893,46,0.57,4.06,2.99,0.324074577,45878.15903,0,2490687,Employed,Single,3,North,1
1/31/2015,1/1/2023,4/11/2023,96,0.5,117,341,56,0.58,4.3,3.9,0.416368635,82191.4316,1,2725690,Employed,Married,2,North,3
1/8/2017,12/1/2024,5/21/2025,95,0.74,47,409,52,2.84,4.93,3.1,0.601182997,107671.2313,1,8020988,Employed,Married,4,North,2
1/3/2021,8/1/2022,1/26/2023,19,0.99,107,376,66,0.85,7.1,2.74,0.7,153539.5369,1,6318331,Self-Employed,Divorced,0,West,3
1/29/2017,11/1/2022,,70,1,109,524,52,1.56,2.98,2.44,0.621180392,185657.4671,0,2496176,Self-Employed,Single,0,North,3
5/7/2021,11/1/2023,,30,1,90,515,46,2.09,3.51,2.26,0.7,128099.7103,0,5408285,Retired,Married,4,South,3
4/14/2016,10/1/2023,1/31/2024,90,0.78,104,571,47,1.07,6.48,2.59,0.648004568,104779.0066,1,6345708,Employed,Single,0,East,3
1/24/2018,5/1/2024,3/8/2025,76,1,134,475,28,1.41,5.05,2.44,0.668721865,182543.6187,1,8437693,Employed,Single,0,West,3
11/22/2020,9/1/2023,7/29/2024,34,0.71,3,751,29,2.99,3.38,3.66,0.560290177,131900.7301,1,5031419,Employed,Married,3,East,2
10/14/2015,1/1/2023,,87,0.38,2,720,38,4.08,3.69,2.82,0.383701509,54737.36706,0,3938687,Employed,Married,1,North,2
5/3/2015,1/1/2024,5/11/2024,104,0.87,93,504,59,1.66,7.14,3.06,0.641533688,152588.04,1,6837196,Employed,Single,2,South,3
12/8/2020,3/1/2023,,27,0.13,4,506,27,1.94,4.12,2.64,0.193984742,31324.31685,0,6954075,Unemployed,Single,4,South,2
2/8/2016,9/1/2024,12/5/2024,103,1,110,522,67,1.77,3.29,2.76,0.666418832,185005.4922,1,3921989,Self-Employed,Single,2,South,3
11/9/2021,9/1/2022,,10,1,0,849,31,3.64,6.96,2.97,0.698722296,156490.1919,0,6982547,Self-Employed,Married,1,South,2
5/20/2015,1/1/2022,12/12/2022,80,0.28,0,369,49,2.62,7.7,3.38,0.362636451,67512.64228,1,9527835,Unemployed,Single,2,West,2
11/30/2018,3/1/2024,1/16/2025,64,1,90,547,69,3.27,6.8,4.06,0.7,207840.2382,1,9121757,Employed,Married,2,North,3
11/15/2021,1/1/2024,10/24/2024,26,1,122,558,62,2.23,7.03,2.98,0.681469283,166961.9831,1,4385357,Employed,Married,4,West,3
5/21/2015,8/1/2022,,87,0.44,0,876,67,2.5,5.63,2.69,0.430584936,71986.56332,0,6517366,Self-Employed,Single,4,North,1
1/18/2015,4/1/2022,,87,1,120,863,66,1.73,5.43,1.89,0.557572869,169448.9397,0,5506554,Self-Employed,Single,4,West,3
1/17/2015,6/1/2022,12/4/2022,89,1,106,494,48,1.56,3.67,3.32,0.7,147694.3828,1,3073290,Employed,Divorced,2,North,3
7/21/2015,4/1/2024,2/2/2025,105,1,134,562,53,3.31,6.06,2.94,0.613014311,202759.3541,1,5317922,Retired,Single,3,North,3
8/2/2017,11/1/2022,8/26/2023,63,0.74,108,498,38,2.35,5.57,2.83,0.538877953,119601.4208,1,7555968,Employed,Divorced,1,South,3
5/22/2020,2/1/2023,,33,1,122,762,57,0.76,4.23,3.22,0.644016505,149541.3336,0,3628973,Employed,Single,1,East,3
1/17/2021,9/1/2022,7/4/2023,20,0.8,117,687,36,1.47,5.73,2.94,0.525265926,108286.2199,1,5464344,Employed,Married,0,East,3
7/17/2018,2/1/2024,6/24/2024,67,1,132,584,44,1.12,4.46,3.61,0.7,176944.4038,1,5809045,Employed,Single,0,East,3
9/4/2015,12/1/2022,5/16/2023,87,1,126,310,41,2.41,5.19,2.84,0.67661494,172343.7483,1,1448345,Employed,Married,4,North,3
11/30/2020,8/1/2022,6/4/2023,21,0.23,133,344,32,1.66,5.4,3.64,0.293825194,29552.91257,1,6251035,Employed,Divorced,1,South,3
7/22/2021,10/1/2022,,15,0.46,0,872,25,1.49,4.51,3.59,0.400653971,85529.0269,0,5274692,Employed,Single,0,North,1
1/4/2016,1/1/2024,,96,1,28,693,60,0.58,5.16,2.92,0.7,124828.8806,0,7296495,Self-Employed,Single,3,South,2
12/16/2017,8/1/2023,1/27/2024,68,1,128,680,66,3,5.25,2.5,0.7,158699.4115,1,6826038,Employed,Single,2,West,3
6/7/2021,6/1/2022,,12,0.11,23,324,45,3.12,7.27,2.68,0.15,30555.12704,0,7526818,Employed,Divorced,3,West,2
2/20/2019,12/1/2023,,58,0.43,0,564,26,1.48,6.14,3.53,0.436313341,103646.5962,0,5109404,Employed,Married,3,East,2
5/24/2020,8/1/2024,3/19/2025,51,1,120,339,21,1.8,3.91,3.57,0.675312171,139583.6239,1,4452501,Unemployed,Married,2,West,3
12/2/2018,4/1/2023,10/6/2023,52,0.92,105,533,35,0.68,3.92,2.56,0.578170905,117432.9474,1,8733308,Employed,Single,2,South,3
10/5/2021,5/1/2022,9/29/2022,7,1,139,320,35,2.05,3.94,3.11,0.678594242,137091.4408,1,4377778,Employed,Divorced,1,South,3
9/18/2021,6/1/2022,,9,1,2,771,29,2.75,5.37,3.97,0.7,128268.63,0,6766140,Self-Employed,Single,4,North,2
9/4/2021,11/1/2022,12/1/2022,14,1,101,750,39,2.35,6.68,2.89,0.7,181733.1472,1,8690840,Employed,Divorced,3,West,3
12/16/2019,7/1/2024,8/30/2024,55,0.87,121,444,69,1.42,4.84,2.75,0.611067393,166472.7859,1,9536326,Employed,Single,1,North,3
1/20/2020,7/1/2024,,54,0.78,107,537,39,1.77,6.43,3.66,0.561537115,128404.3316,0,7078159,Employed,Single,2,North,3
10/25/2020,9/1/2023,,35,0.03,0,759,28,2.7,3.47,2.44,0.150418247,33925.89891,0,7160686,Retired,Married,1,West,1
5/18/2021,3/1/2024,,34,1,90,707,57,1.84,5.5,3.3,0.7,157679.1676,0,6187480,Employed,Single,4,West,3
10/20/2020,4/1/2023,,30,0.62,5,438,67,2.64,5.09,3.73,0.510096773,96097.76705,0,5256146,Self-Employed,Married,1,South,2
11/14/2021,11/1/2024,,36,1,111,828,46,4.04,4.53,3.1,0.7,148339.2476,0,2619282,Self-Employed,Single,2,West,3
4/1/2016,10/1/2022,,78,0.11,18,315,61,2.54,4.38,2,0.262014173,15292.18017,0,1635605,Employed,Divorced,3,South,2
8/3/2018,7/1/2022,,47,0.26,1,687,45,0.52,5.66,3.26,0.304939458,13043.96887,0,3558231,Self-Employed,Single,4,South,2
4/26/2019,3/1/2022,4/13/2022,35,0.7,121,404,26,1.85,4.32,3.14,0.522047893,115285.0953,1,2427197,Employed,Married,0,North,3
3/16/2016,12/1/2022,6/30/2023,81,0.63,50,500,50,2.43,6.71,2.8,0.486682508,98693.3218,1,9222502,Employed,Married,3,North,2
6/12/2020,2/1/2023,9/9/2023,32,1,122,580,24,1.54,4.29,2.59,0.696419937,169907.2145,1,1533634,Retired,Single,4,West,3
3/6/2015,5/1/2022,,86,0.5,126,423,38,2.29,6.68,2.96,0.423138888,81870.46993,0,9421374,Retired,Married,1,East,3
8/26/2016,2/1/2023,,78,0.28,1,827,68,0.54,4.14,3.57,0.340381477,43745.92597,0,8778484,Self-Employed,Married,1,West,2
4/15/2019,3/1/2023,2/14/2024,47,0.18,101,561,25,3.5,7.7,2.81,0.251597294,14576.1394,1,6753371,Employed,Widowed,4,East,3
7/13/2017,7/1/2024,,84,0.11,0,683,43,1.35,7.24,3.45,0.247132004,22943.06474,0,1231414,Retired,Married,3,East,2
12/23/2015,7/1/2024,2/21/2025,103,0.83,116,726,53,2.14,5.87,3.27,0.602464171,144264.7446,1,3640328,Retired,Married,0,East,3
3/15/2017,4/1/2024,1/9/2025,85,1,109,871,23,3.09,4.2,2.65,0.7,132133.2202,1,2989173,Self-Employed,Divorced,1,West,3
2/12/2018,1/1/2024,,71,0.69,14,416,40,2.95,3.99,3.14,0.429589966,110249.4751,0,2400283,Unemployed,Married,0,South,2
10/15/2019,12/1/2023,,50,0.22,22,624,30,2.23,4.24,2.34,0.316816384,42660.85903,0,7925877,Employed,Married,0,West,2
5/22/2019,2/1/2022,7/31/2022,33,1,82,695,54,4.07,4.43,2.67,0.7,140638.7043,1,7010554,Unemployed,Married,2,East,2
6/10/2015,7/1/2022,5/20/2023,85,0.17,110,436,59,0.42,3.72,3.4,0.293400505,18742.8739,1,3008187,Unemployed,Single,2,South,3
4/18/2021,7/1/2023,11/2/2023,27,1,95,586,49,0.57,3.93,3.1,0.555187231,159612.217,1,5034464,Employed,Widowed,2,West,3
1/6/2017,7/1/2024,,90,1,0,857,23,4.06,3.74,2.9,0.7,132331.5796,0,6683860,Employed,Divorced,0,East,2
8/21/2017,10/1/2022,,62,0.55,138,386,54,2.13,3.87,3.14,0.445520519,94498.4743,0,2765524,Retired,Married,4,South,3
7/22/2018,2/1/2023,6/20/2023,55,0.61,0,709,55,0.27,5.12,2.27,0.540909141,78592.91253,1,3727423,Employed,Single,1,East,2
6/29/2020,6/1/2023,,36,1,126,668,48,2.12,7.45,2.78,0.648004704,176257.0739,0,4105958,Employed,Divorced,4,North,3
2/15/2017,9/1/2022,4/22/2023,67,1,101,323,56,2.11,4.08,3.19,0.7,201756.5549,1,7734714,Employed,Single,2,East,3
2/1/2015,3/1/2022,,85,0.69,27,529,49,0.56,2.47,2.69,0.476829222,91284.86397,0,8232212,Self-Employed,Divorced,0,North,2
2/9/2016,4/1/2023,,86,1,76,591,45,0.95,3.34,3.21,0.668811552,165684.1572,0,3247680,Employed,Single,4,West,2
4/12/2015,3/1/2024,11/4/2024,107,0.33,133,866,62,2.77,5.6,2.93,0.427201568,39965.1619,1,4256415,Employed,Married,4,South,3
9/8/2020,4/1/2024,8/2/2024,43,0.46,92,392,38,1.68,5,2.22,0.39346588,94819.08348,1,8818114,Employed,Single,3,East,3
5/10/2019,7/1/2022,5/17/2023,38,1,146,482,53,2.1,5.9,2.65,0.7,129694.8318,1,6184502,Unemployed,Married,0,West,3
4/4/2016,8/1/2023,6/13/2024,88,1,114,372,43,1.35,3.57,3.41,0.7,164611.7352,1,5975026,Unemployed,Married,2,West,3
3/24/2020,3/1/2022,,24,0.09,16,555,46,2.87,4.92,2.3,0.224284094,2000,0,4743797,Employed,Married,2,East,1
8/15/2019,3/1/2023,,43,0.11,1,540,56,1.16,4.18,1.93,0.218020945,17360.30822,0,7766886,Employed,Single,4,North,2
7/17/2019,9/1/2023,1/18/2024,50,1,0,808,31,3.43,6.56,3.5,0.7,134379.4945,1,4625654,Employed,Single,3,North,2
9/15/2020,3/1/2024,7/22/2024,42,1,116,578,30,2.06,5.43,2.66,0.7,171447.0094,1,2092501,Retired,Married,4,North,3
10/29/2019,4/1/2023,12/8/2023,42,1,125,347,43,4.76,3.82,3.63,0.69711906,138260.3929,1,9158470,Self-Employed,Single,4,North,3
9/28/2019,4/1/2024,8/5/2024,55,0.72,18,759,21,1.37,3.4,2.72,0.556054952,124039.2852,1,3317336,Unemployed,Single,3,East,2
10/30/2020,11/1/2023,,37,0.68,120,329,40,0.78,5.24,3.18,0.57653272,100118.0394,0,4924152,Employed,Single,2,South,3
11/20/2017,8/1/2023,11/24/2023,69,0.98,111,326,30,3.14,5.66,3.46,0.7,149710.5526,1,1497562,Unemployed,Single,2,East,3
8/8/2020,12/1/2024,11/2/2025,52,0.75,110,503,41,1.88,4.61,2.43,0.621851515,120455.1181,1,9191922,Employed,Single,1,West,3
1/26/2019,9/1/2023,,56,1,3,596,41,2.15,6.23,2.92,0.7,139763.5066,0,3976031,Employed,Married,3,West,2
9/3/2018,5/1/2023,9/28/2023,56,0.45,36,350,35,1.7,5,3.63,0.340349754,76707.34227,1,2607618,Unemployed,Married,1,East,2
10/27/2018,6/1/2023,,56,0.61,69,767,61,1.39,3.33,3.5,0.567171577,127106.6913,0,1337913,Unemployed,Single,0,East,2
12/23/2019,9/1/2023,11/3/2023,45,1,151,551,45,1.95,4.25,2.6,0.64268273,139438.1043,1,6957515,Employed,Single,3,West,3
11/14/2020,3/1/2023,,28,0.3,125,581,38,1.65,5.75,2.37,0.330131773,73436.20287,0,7919879,Self-Employed,Married,2,South,3
5/25/2019,12/1/2024,,67,1,159,807,61,3.46,4.02,3.16,0.662286207,184961.9527,0,4933817,Unemployed,Single,4,East,3
12/17/2020,11/1/2023,,35,0.17,108,322,67,2.14,7.09,3.59,0.240293083,14176.90022,0,3402110,Retired,Married,1,South,3
9/3/2019,12/1/2024,,63,0.8,17,477,56,4.69,4.52,3.77,0.606438121,95898.9079,0,3504594,Employed,Married,4,North,2
11/11/2018,11/1/2023,,60,1,120,729,47,1.05,4.29,2.45,0.7,161039.218,0,9220038,Employed,Widowed,4,South,3
4/20/2021,7/1/2024,,39,1,1,862,33,2.26,5.44,3.31,0.7,144051.8495,0,6800545,Employed,Married,2,East,2
10/17/2015,3/1/2023,10/20/2023,89,0.37,0,683,58,2.55,5.49,2.23,0.434185563,97872.06438,1,6106563,Self-Employed,Single,1,South,2
10/12/2019,1/1/2024,,51,1,0,697,69,2.45,6.32,3.89,0.7,155696.1508,0,4880993,Retired,Married,0,North,2
7/4/2017,8/1/2022,,61,0.7,118,507,62,1.3,3.95,3.17,0.522792168,93956.01184,0,5162065,Unemployed,Widowed,4,West,3
5/23/2021,1/1/2024,3/22/2024,32,1,122,846,66,2.07,4.82,2.6,0.7,132056.8098,1,9433864,Unemployed,Married,1,South,3
6/7/2020,6/1/2022,2/28/2023,24,0.47,121,479,65,2.1,4.88,2.75,0.467973524,97298.09918,1,4541815,Self-Employed,Single,3,South,3
9/30/2015,3/1/2023,,90,0.88,55,875,53,1.66,6.96,2.16,0.572619609,125576.3205,0,7124152,Self-Employed,Single,3,North,2
2/21/2018,12/1/2024,7/6/2025,82,1,3,795,60,2.55,5.24,4.16,0.7,155876.576,1,7478450,Employed,Single,1,North,2
11/25/2021,3/1/2024,,28,1,11,653,56,1.98,7.47,2.98,0.7,174116.0549,0,4177825,Employed,Single,3,South,2
11/10/2015,11/1/2023,,96,0.95,0,771,41,2.68,4.81,2.94,0.657621825,137814.833,0,4119734,Employed,Married,2,North,2
4/21/2018,7/1/2022,,51,1,2,733,65,2.98,7.2,3.87,0.7,154081.4234,0,5735524,Employed,Single,0,West,2
9/28/2018,11/1/2023,,62,1,101,382,61,0.67,4.89,3.08,0.692497221,154668.6318,0,6654237,Employed,Married,1,South,3
11/15/2015,5/1/2024,,102,1,1,720,23,0.89,5.75,4.36,0.7,168666.4902,0,9997354,Unemployed,Single,3,West,2
6/4/2020,12/1/2023,8/13/2024,42,0.15,104,318,32,2.12,8.73,3.05,0.223846409,39314.88671,1,2447947,Employed,Married,4,North,3
5/18/2017,1/1/2023,7/15/2023,68,1,104,642,49,2.92,3.45,2.88,0.7,150597.7254,1,4330922,Unemployed,Married,1,South,3
3/3/2018,1/1/2022,,46,0.41,121,384,24,3.06,6.82,2.45,0.320686246,67772.98123,0,1747419,Employed,Single,4,South,3
11/2/2021,11/1/2024,,36,0.98,135,544,45,3.06,6.35,4.05,0.616997456,144564.4198,0,5469353,Self-Employed,Married,1,East,3
1/20/2020,12/1/2024,10/7/2025,59,0.72,95,720,61,2.71,6.4,2.51,0.625725253,83447.75186,1,2169070,Employed,Married,3,South,3
10/27/2016,4/1/2024,,90,0.66,126,416,35,1.85,4.02,3.37,0.470651933,109152.0171,0,8084609,Employed,Single,0,West,3
11/18/2015,7/1/2024,8/1/2024,104,0.99,124,324,41,1,3.45,3.28,0.644930383,191343.8352,1,8499066,Unemployed,Single,2,East,3
8/28/2019,1/1/2023,,41,1,90,425,65,2.15,2.81,3.47,0.592330494,137325.6172,0,7039523,Employed,Divorced,3,East,3
9/8/2020,2/1/2024,4/6/2024,41,0.45,0,572,41,3.58,3.2,3.18,0.365551913,57039.40581,1,5832091,Employed,Married,2,East,2
2/1/2018,8/1/2023,7/20/2024,66,1,24,720,69,1.18,4.23,3.22,0.63384551,137585.4446,1,6228298,Employed,Married,1,West,2
8/20/2017,10/1/2023,5/14/2024,74,1,124,360,40,2.29,2.15,3.27,0.7,169491.8356,1,2679161,Employed,Single,3,North,3
7/20/2018,8/1/2024,4/11/2025,73,1,1,786,52,0.62,5.11,3.21,0.7,163969.7091,1,9985826,Unemployed,Divorced,1,South,2
11/24/2015,4/1/2023,7/16/2023,89,0.03,120,393,27,1.21,7.81,2.78,0.15,6329.246152,1,8415745,Self-Employed,Single,0,North,3
1/27/2018,10/1/2024,8/7/2025,81,0.74,106,767,46,1.37,8.32,2.99,0.66962179,97639.61877,1,4723234,Self-Employed,Married,0,North,3
9/19/2018,5/1/2023,,56,1,0,844,67,2.31,4.1,2.59,0.7,156847.5358,0,6839741,Employed,Widowed,0,South,2
6/11/2021,11/1/2022,,17,0.2,0,668,65,3.41,6.75,3.04,0.243758431,3707.557453,0,1895596,Retired,Married,0,West,2
6/14/2019,6/1/2024,12/2/2024,60,0.23,16,623,67,1.03,4.02,3.15,0.151529714,42368.53134,1,6010168,Self-Employed,Single,0,South,2
5/26/2017,5/1/2024,,84,0.92,87,621,41,0.09,4.64,2.76,0.7,160430.4877,0,3485670,Self-Employed,Married,2,North,2
8/2/2017,4/1/2023,,68,0.33,0,872,49,1.15,5.97,2.62,0.262021377,29476.01727,0,6316741,Employed,Single,3,South,1
7/20/2018,7/1/2024,,72,0.18,0,559,39,2.71,1.05,3.29,0.166730063,2000,0,1575919,Employed,Widowed,0,East,2
12/6/2017,2/1/2024,9/14/2024,74,0.48,145,452,24,2.71,5.35,2.1,0.465128522,108588.7578,1,3088618,Employed,Single,3,East,3
12/10/2018,11/1/2024,,71,0.67,105,799,49,2.97,6.5,2.33,0.64048762,93264.80721,0,6546510,Employed,Divorced,1,North,3
1/27/2016,5/1/2024,4/10/2025,100,1,123,373,21,1.37,5.56,3.53,0.7,177718.9569,1,9975708,Employed,Married,0,South,3
10/19/2020,5/1/2022,,19,0.28,45,670,57,1.34,6.38,2.67,0.332195456,43920.0467,0,6537803,Employed,Married,2,West,2
9/24/2019,10/1/2023,,49,0.73,1,557,57,1.66,1.88,2.58,0.581237717,111260.9037,0,3869760,Employed,Single,4,South,2
10/14/2015,9/1/2023,5/24/2024,95,0.88,109,714,37,0.41,6.34,3.61,0.676670778,145768.254,1,5940359,Unemployed,Married,0,East,3
7/1/2019,4/1/2023,9/25/2023,45,1,118,712,69,1.28,4.53,3.06,0.7,137320.0229,1,7210715,Employed,Married,0,South,3
7/23/2017,11/1/2024,,88,1,22,656,57,1.44,3,3.82,0.7,157649.9429,0,9313157,Employed,Single,4,East,2
3/19/2019,6/1/2022,9/7/2022,39,1,29,532,28,1.77,5.89,3.76,0.7,147370.2117,1,6352825,Unemployed,Married,1,West,2
8/3/2017,5/1/2023,,69,1,111,732,29,3.07,5.81,3.19,0.696870344,128590.1311,0,7139353,Employed,Married,0,South,3
7/4/2015,10/1/2022,,87,0.74,44,602,52,0.48,2.96,2.95,0.519301771,122749.6415,0,6024592,Unemployed,Single,4,East,2
1/2/2019,6/1/2023,,53,1,113,828,56,1.83,4.47,2.53,0.685966246,149733.8439,0,7080526,Employed,Married,4,East,3
12/4/2019,6/1/2024,1/6/2025,54,1,118,373,51,1.5,4.38,3.22,0.615352159,151859.5034,1,7606963,Employed,Married,3,West,3
6/9/2019,10/1/2022,4/10/2023,40,1,115,576,41,1.06,5.39,4.1,0.695083019,130796.7811,1,5066621,Employed,Married,4,North,3
7/5/2015,7/1/2023,,96,0.22,76,760,25,0.65,4.21,3.16,0.221570445,69828.00736,0,9809210,Employed,Married,0,North,2
12/6/2021,7/1/2022,2/18/2023,7,1,96,596,68,1.61,6.67,2.46,0.644820534,172534.2837,1,1902473,Retired,Married,0,West,3
9/25/2021,9/1/2022,,12,0.28,0,861,43,1.02,6.55,3.45,0.312994708,66283.11768,0,2151882,Employed,Single,1,South,1
5/3/2016,8/1/2024,1/18/2025,99,0.62,0,729,45,1.25,2.85,3.81,0.560600114,91891.10595,1,4730370,Unemployed,Divorced,1,East,2
4/9/2016,3/1/2024,10/18/2024,95,0.89,116,306,67,2.98,4.73,3.84,0.68541583,103916.3422,1,2845700,Self-Employed,Married,0,West,3
3/11/2021,5/1/2024,,38,0.18,25,816,41,1.26,4.08,2.45,0.17047497,71058.34765,0,6071915,Self-Employed,Married,2,East,1
6/19/2015,8/1/2024,11/30/2024,110,0.82,151,381,62,1.63,4.58,2.62,0.551518593,126778.0498,1,5062224,Employed,Divorced,0,North,3
11/3/2020,11/1/2023,,36,0.79,134,743,61,1.89,7.4,4.14,0.631538559,108524.0041,0,8822636,Unemployed,Married,0,East,3
4/29/2020,3/1/2024,10/6/2024,47,1,138,683,68,2.17,4.47,2.84,0.65087563,163336.0315,1,9415398,Retired,Single,0,West,3
10/22/2017,6/1/2024,,80,0.24,147,650,25,3.67,3.71,3.01,0.270768343,64342.41576,0,9274125,Employed,Married,3,South,3
2/4/2015,5/1/2023,3/27/2024,99,0.62,120,725,60,2.54,4.98,3.33,0.518502605,97538.98888,1,9714892,Retired,Married,4,West,3
10/13/2015,3/1/2023,,89,0.7,0,837,41,1.56,4.52,2.34,0.486582777,135571.5034,0,6796260,Employed,Single,4,East,1
2/28/2019,4/1/2022,,38,0.17,38,440,47,1.04,3.85,3.27,0.248768775,52159.99877,0,1558924,Unemployed,Single,4,East,2
12/14/2019,10/1/2024,,58,0.46,18,436,69,2.02,5.93,2.66,0.336298725,52472.37625,0,2858997,Unemployed,Single,1,East,2
5/28/2017,8/1/2022,,63,0.5,2,755,68,1.88,5.08,3.22,0.394931618,66524.19789,0,4258084,Unemployed,Married,1,East,2
10/23/2020,12/1/2022,,26,0.29,0,794,58,2.49,6.12,3.82,0.325489097,67650.74327,0,1131562,Unemployed,Married,2,South,1
11/20/2017,3/1/2023,,64,0.07,0,811,55,2.04,4.27,3.07,0.15,2000,0,7859216,Employed,Single,2,West,1
1/8/2020,12/1/2023,,47,0.36,5,738,61,2.2,5.29,2.46,0.370023737,56010.88614,0,6939334,Self-Employed,Single,3,North,2
3/25/2021,11/1/2024,1/29/2025,44,1,113,644,36,-0.26,4.29,2.83,0.69901811,126383.376,1,6287118,Unemployed,Single,4,South,3
2/23/2019,7/1/2023,,53,0.65,90,612,58,3.66,4.3,3.34,0.535124498,92968.92397,0,3881777,Employed,Married,4,North,3
6/8/2017,4/1/2023,,70,0.31,0,461,26,2.66,6.1,3.65,0.331695707,45523.59822,0,1295866,Employed,Widowed,2,West,2
8/31/2020,4/1/2024,10/4/2024,44,1,141,360,59,3.4,4.77,3.37,0.7,147835.1124,1,4293331,Employed,Married,1,North,3
9/7/2017,9/1/2024,,84,1,52,767,43,3.2,2.6,2.93,0.7,143954.775,0,4280772,Employed,Widowed,3,North,2
4/29/2017,11/1/2023,,79,0.21,136,416,25,2.34,5.24,1.84,0.244029723,14557.12701,0,9805586,Unemployed,Married,0,East,3
3/2/2020,12/1/2023,,45,0.64,110,472,55,2.31,5.1,1.87,0.508114875,146838.2253,0,4433372,Employed,Married,4,North,3
4/29/2017,12/1/2022,,68,1,10,889,31,-0.31,4.43,2.77,0.7,192349.2401,0,8367664,Employed,Single,3,West,2
8/31/2016,10/1/2023,2/3/2024,86,0.69,0,838,48,-0.01,5.55,3.19,0.531943004,85258.68359,1,2206751,Self-Employed,Single,1,West,2
10/4/2015,10/1/2022,8/23/2023,84,0.87,143,466,23,2.81,2.37,2.78,0.630529585,167142.335,1,2059622,Employed,Married,1,South,3
1/6/2015,12/1/2023,,107,0.84,0,881,62,1.31,4.59,2.6,0.576900416,123010.6902,0,5981262,Unemployed,Married,2,South,2
5/23/2021,2/1/2023,,21,0.03,6,338,49,1.48,4.83,3.84,0.15,12083.74947,0,3841992,Employed,Married,4,South,2
9/25/2021,11/1/2024,5/25/2025,38,0.76,24,696,65,0.07,5.38,3.16,0.497869736,117734.5208,1,6954878,Employed,Married,0,South,2
5/22/2020,9/1/2022,,28,0.22,159,523,28,3.06,4.03,2.97,0.358478837,24805.02717,0,9227323,Employed,Divorced,3,North,3
6/10/2017,1/1/2024,,79,0.1,28,560,24,2.71,2.12,2.92,0.15,39677.04687,0,9152513,Unemployed,Married,3,East,2
3/19/2017,1/1/2024,,82,1,135,519,22,2.07,3.96,3,0.66535474,157517.7306,0,7152941,Employed,Married,3,West,3
12/10/2021,2/1/2024,,26,0.5,6,669,37,0.89,4.64,2.83,0.389079637,70468.97154,0,7010224,Unemployed,Married,1,South,2
1/24/2017,7/1/2022,8/18/2022,66,0.84,116,819,48,2.82,5.65,3.22,0.656746219,104908.2111,1,8200262,Employed,Married,3,South,3
1/10/2020,11/1/2023,5/6/2024,46,0.26,114,426,53,2.39,7.46,2.19,0.278252516,26128.09973,1,4666569,Unemployed,Married,2,East,3
7/11/2015,1/1/2024,,102,1,2,705,43,1.73,5.08,2.63,0.7,122172.3977,0,1917472,Employed,Divorced,2,North,2
8/25/2020,3/1/2022,9/28/2022,19,0.57,108,313,49,0.97,2.78,3.86,0.429825469,90744.47097,1,8393979,Employed,Single,1,North,3
10/6/2021,9/1/2022,2/19/2023,11,1,112,532,39,3.04,4.94,2.6,0.7,131066.6882,1,5752989,Employed,Married,2,East,3
5/22/2021,4/1/2022,8/6/2022,11,0.84,102,312,50,4.1,6.73,2.43,0.570232647,125688.7897,1,5197355,Retired,Divorced,3,North,3
1/25/2021,6/1/2024,2/19/2025,41,1,109,848,47,2.78,2.43,3.7,0.7,182402.0371,1,2101267,Self-Employed,Single,3,West,3
1/17/2019,2/1/2023,9/18/2023,49,1,0,582,67,1.54,3.02,3.18,0.640620079,178985.9915,1,4049316,Employed,Single,3,West,2
7/21/2016,1/1/2022,2/15/2022,66,0.14,53,366,44,1.25,4.47,3.45,0.242491036,25354.46212,1,2826525,Retired,Divorced,4,East,2
8/3/2019,8/1/2024,,60,0.11,21,827,47,1.41,4.3,2.18,0.242188844,19758.30548,0,7184377,Self-Employed,Divorced,1,South,1
5/22/2018,7/1/2022,,50,1,100,676,66,1.39,3.44,3.41,0.7,192597.491,0,1571107,Employed,Single,1,North,3
2/27/2015,12/1/2023,,106,0.16,0,865,34,2.26,3.08,2.77,0.228735617,39415.12241,0,7081687,Employed,Married,1,East,1
3/17/2018,1/1/2024,,70,0.53,2,856,49,3.58,6.77,3.14,0.435008965,77943.8708,0,9859690,Employed,Married,3,North,1
11/24/2021,11/1/2023,,24,0.67,0,834,43,1.34,3.9,2.12,0.520690574,76979.63766,0,3059385,Employed,Married,1,North,1
2/6/2017,3/1/2023,11/1/2023,73,0.91,153,457,46,3.01,5.22,2.25,0.6431499,149377.4644,1,7263998,Unemployed,Single,3,South,3
3/26/2021,4/1/2022,,13,1,143,669,64,1.1,4.13,2.1,0.7,171586.4755,0,7695233,Retired,Married,4,East,3
